"tag_id","t_run","t_rear_type","pass_type_T_R","rel_huc","rel_site","rel_rkm","rel_age","MPG","MPG.bin","BYage0","SYage1","AYageT","adult_age","OceanAge","length","SYage1_DOY","LGR.flow.7d","LGR.temp.7d","NPGO.ONDJFM.T","NPGO.ONDJFM.T.AVG3"
"3D9.1BF0FE9398",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",116,"111",102.710714285714,9.79685714285714,1.595,1.91866666666667
"3D9.1BF1127909",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",97,"110",96.8522857142857,7.73785714285714,0.452,0.329666666666667
"3D9.1BF107A5A6",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",108,"107",93.6025714285714,9.678,1.595,1.91866666666667
"3D9.1BF1138B34",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2005",5,"3-Ocean or greater",107,"139",66.8414285714286,11.044,-1.058,0.329666666666667
"3D9.1BF107D642",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",110,"126",95.1762857142857,11.1282857142857,1.595,1.91866666666667
"3D9.1BF109FBC6",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",104,"119",103.341857142857,10.2735714285714,1.595,1.91866666666667
"3D9.1BF1BCFB86",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2005",4,"2-Ocean",102,"112",68.7445714285714,8.99885714285714,-1.058,-0.571
"3D9.1BF1BCA875",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2005",4,"2-Ocean",124,"144",80.1112857142857,10.6822857142857,-1.058,-0.571
"3D9.1BF0FE6DE3",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",94,"122",95.3697142857143,10.4564285714286,1.595,1.91866666666667
"3D9.1BF1093FE5",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",123,"108",96.1775714285714,9.73342857142857,1.595,1.91866666666667
"3D9.1BF0E40287",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",112,"107",93.1308571428571,7.99557142857143,0.452,0.329666666666667
"3D9.1BF10A077B",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",114,"120",101.765571428571,10.2774285714286,1.595,1.91866666666667
"3D9.1BF0FEE9F8",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",117,"114",104.537571428571,10.2527142857143,1.595,1.91866666666667
"3D9.1BF11D02F6",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",113,"143",90.6921428571429,11.339,0.452,0.329666666666667
"3D9.1BF1136FF8",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",110,"139",66.8414285714286,11.044,0.452,0.329666666666667
"3D9.1BF0FAC09D",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",123,"112",102.588714285714,9.95871428571428,1.595,1.91866666666667
"3D9.1BF1BD7CD4",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2005",4,"2-Ocean",116,"143",79.4441428571429,10.6475714285714,-1.058,-0.571
"3D9.1BF1BF2CBA",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2005",4,"2-Ocean",118,"152",173.563285714286,12.0022857142857,-1.058,-0.571
"3D9.1BF1C33D2A",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2006",5,"3-Ocean or greater",100,"105",70.3392857142857,8.70242857142857,-1.107,-0.571
"3D9.1BF109EEC7",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",110,"114",104.537571428571,10.2527142857143,1.595,1.91866666666667
"3D9.1BF0F54DB3",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",115,"110",101.254857142857,9.71428571428571,1.595,1.91866666666667
"3D9.1BF11226F4",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2005",5,"3-Ocean or greater",101,"147",98.3644285714286,10.4967142857143,-1.058,0.329666666666667
"3D9.1BF0FEEBD9",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",120,"120",101.765571428571,10.2774285714286,1.595,1.91866666666667
"3D9.1BF0FEEADC",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",116,"158",77.9697142857143,13.3744285714286,1.595,1.91866666666667
"3D9.1BF111C6B6",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",107,"143",90.6921428571429,11.339,0.452,0.329666666666667
"3D9.1BF11E1308",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2005",5,"3-Ocean or greater",110,"156",128.487571428571,12.116,-1.058,0.329666666666667
"3D9.1BF11E1EC8",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2005",5,"3-Ocean or greater",92,"140",72.8092857142857,11.2988571428571,-1.058,0.329666666666667
"3D9.1BF113CA5B",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",113,"141",79.1784285714286,11.5494285714286,0.452,0.329666666666667
"3D9.1BF0FB6878",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",107,"107",93.6025714285714,9.678,1.595,1.91866666666667
"3D9.1BF17A6746",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",116,"155",127.879857142857,12.1174285714286,0.452,0.329666666666667
"3D9.1BF0FE916C",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",113,"116",106.964428571429,10.4705714285714,1.595,1.91866666666667
"3D9.1BF107FD79",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",106,"130",91.2461428571429,10.9574285714286,1.595,1.91866666666667
"3D9.1BF113BBD8",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",120,"142",85.4075714285714,11.6162857142857,0.452,0.329666666666667
"3D9.1BF105A7A1",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",115,"146",86.0905714285714,13.761,1.595,1.91866666666667
"3D9.1BF108423C",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",113,"148",90.4881428571429,13.4541428571429,1.595,1.91866666666667
"3D9.1BF1BDB803",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2005",4,"2-Ocean",107,"151",163.276428571429,12.1032857142857,-1.058,-0.571
"3D9.1BF1078F04",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",102,"108",96.1775714285714,9.73342857142857,1.595,1.91866666666667
"3D9.1BF0DC76FD",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",119,"107",93.1308571428571,7.99557142857143,0.452,0.329666666666667
"3D9.1BF113E784",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2005",5,"3-Ocean or greater",103,"136",61.0522857142857,10.2181428571429,-1.058,0.329666666666667
"3D9.1BF11D6BB9",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",102,"158",122.344714285714,12.1094285714286,0.452,0.329666666666667
"3D9.1BF0FB4ADA",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",115,"114",104.537571428571,10.2527142857143,1.595,1.91866666666667
"3D9.1BF108B524",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",118,"132",86.5478571428571,10.8011428571429,1.595,1.91866666666667
"3D9.1BF1079DE6",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",110,"104",81.6235714285714,9.33057142857143,1.595,1.91866666666667
"3D9.1BF10783A7",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",111,"119",103.341857142857,10.2735714285714,1.595,1.91866666666667
"3D9.1BF1BD4791",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2004",3,"1-Ocean",105,"151",163.276428571429,12.1032857142857,0.452,-0.571
"3D9.1BF0E8C341",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",117,"109",98.5751428571429,9.72271428571429,1.595,1.91866666666667
"3D9.1BF2484527",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2005","2006","2008",4,"2-Ocean",102,"131",115.310857142857,11.3838571428571,0.998,0.460666666666667
"3D9.1BF24C1F3C",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2005","2006","2008",4,"2-Ocean",124,"124",135.603714285714,10.8015714285714,0.998,0.460666666666667
"3D9.1C2DE773A1",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2011","2012","2014",4,"2-Ocean",108,"116",123.989285714286,9.85185714285714,-0.589,0.0416666666666666
"3D9.1C2D89396E",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2009","2010","2012",4,"2-Ocean",108,"124",60.1417142857143,9.72614285714286,0.633,0.848333333333333
"3D9.1BF112A6C4",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",112,"141",79.1784285714286,11.5494285714286,0.452,0.329666666666667
"3D9.1C2C3C563F",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2006","2007","2009",4,"2-Ocean",107,"101",41.5732857142857,8.71742857142857,0.925,1.125
"3D9.1BF197135B",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2005","2006","2009",5,"3-Ocean or greater",114,"119",127.587571428571,10.0805714285714,0.925,0.460666666666667
"3D9.1C2CA4C272",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",124,"130",81.125,9.90057142857143,1.452,1.04333333333333
"3D9.1C2DDCDE5E",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2011","2012","2014",4,"2-Ocean",98,"116",123.989285714286,9.85185714285714,-0.589,0.0416666666666666
"3D9.1C2E056A9A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2012","2013","2016",5,"3-Ocean or greater",116,"134",107.709571428571,11.6747142857143,-0.447,-0.493666666666667
"3D9.1C2C3C4B6A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2006","2007","2009",4,"2-Ocean",105,"108",48.0845714285714,9.55942857142857,0.925,1.125
"3D9.1BF107E871",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",115,"121",97.7631428571429,10.3652857142857,1.595,1.91866666666667
"3D9.1C2C3BE724",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",112,"107",51.3941428571429,8.04585714285714,1.452,1.04333333333333
"3D9.1C2E05A265",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2013","2014","2016",4,"2-Ocean",104,"106",80.7704285714286,8.82485714285714,-0.447,-0.371
"3D9.1C2D129CF5",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2011",4,"2-Ocean",111,"105",85.5227142857143,8.04728571428571,0.753,0.946
"3D9.1BF0E1C59A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",106,"146",99.4911428571429,10.5335714285714,0.452,0.329666666666667
"3D9.1C2DE80B28",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2011","2012","2014",4,"2-Ocean",111,"116",123.989285714286,9.85185714285714,-0.589,0.0416666666666666
"3D9.1C2E05BA79",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2012","2013","2014",3,"1-Ocean",113,"135",115.897142857143,11.654,-0.589,-0.493666666666667
"3D9.1BF1061419",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",104,"113",102.850714285714,10.0714285714286,1.595,1.91866666666667
"3D9.1BF10A04A0",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",115,"104",81.6235714285714,9.33057142857143,1.595,1.91866666666667
"3D9.1BF0FABEB3",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",104,"118",104.615142857143,10.4335714285714,1.595,1.91866666666667
"3DD.00773DD927",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2013","2014","2016",4,"2-Ocean",114,"140",98.5134285714286,11.1228571428571,-0.447,-0.371
"3D9.1C2C3C81BF",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2006","2007","2009",4,"2-Ocean",117,"102",43.5037142857143,9.06557142857143,0.925,1.125
"3D9.1C2E0509B8",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2013","2014","2015",3,"1-Ocean",107,"107",79.0852857142857,8.81314285714286,-0.445,-0.371
"3D9.1C2D8908EB",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2009","2010","2012",4,"2-Ocean",113,"124",60.1417142857143,9.72614285714286,0.633,0.848333333333333
"3D9.1C2C3B42FE",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2009",3,"1-Ocean",120,"107",51.3941428571429,8.04585714285714,0.925,1.04333333333333
"3D9.1C2D0C07DF",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2011",4,"2-Ocean",104,"125",82.0684285714286,9.11357142857143,0.753,0.946
"3D9.1C2E057ADF",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2013","2014","2016",4,"2-Ocean",120,"107",79.0852857142857,8.81314285714286,-0.447,-0.371
"3D9.1BF107336D",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",98,"140",69.2157142857143,12.3432857142857,1.595,1.91866666666667
"3D9.1BF0FC3998",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",114,"120",101.765571428571,10.2774285714286,1.595,1.91866666666667
"3D9.1BF15FA7AE",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2005",5,"3-Ocean or greater",100,"155",127.879857142857,12.1174285714286,-1.058,0.329666666666667
"3DD.00777FD324",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2015","2016","2017",3,"1-Ocean",105,"118",113.077,10.6678571428571,-0.221,-1.339
"3D9.1BF0FE96A4",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",117,"106",89.3662857142857,9.54685714285714,1.595,1.91866666666667
"3D9.1BF1BE8C99",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2005",4,"2-Ocean",107,"140",81.9865714285714,10.8831428571429,-1.058,-0.571
"3D9.1C2CC9E87C",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",119,"121",60.1862857142857,8.53857142857143,1.452,1.04333333333333
"3D9.1C2CB1C3C1",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2011",4,"2-Ocean",116,"98",62.7874285714286,6.31657142857143,0.753,0.946
"3DD.007754F7B3",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2015","2016","2018",4,"2-Ocean",117,"132",108.425,12.3855714285714,-1.999,-1.339
"3D9.1C2DDCE9B9",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2011","2012","2014",4,"2-Ocean",110,"140",114.159428571429,11.9397142857143,-0.589,0.0416666666666666
"3DD.00777F8770",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2015","2016","2019",5,"3-Ocean or greater",103,"118",113.077,10.6678571428571,-1.797,-1.339
"3D9.1C2E050905",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2012","2013","2016",5,"3-Ocean or greater",116,"127",58.8941428571429,10.2697142857143,-0.447,-0.493666666666667
"3D9.1C2DAC12F1",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2011","2012","2014",4,"2-Ocean",107,"103",98.0608571428571,7.85828571428571,-0.589,0.0416666666666666
"3D9.1BF113A852",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",112,"138",63.6968571428571,10.8234285714286,0.452,0.329666666666667
"3D9.1BF1BEBF19",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2002","2003","2006",5,"3-Ocean or greater",101,"150",147.182285714286,12.0661428571429,-1.107,-0.571
"3DD.0077C8A74E",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2017","2018","2020",4,"2-Ocean",113,"138",134.676857142857,10.843,-2.421,-1.881
"3D9.1BF1F924CA",5,"W","T","17060103","SNKTRP","522.225","SmoltAboveLGR","Lower Snake River","Lower Snake","2003","2004","2007",5,"3-Ocean or greater",99,"131",77.4732857142857,12.2312857142857,-0.541,-0.902
"416C0F4D7A",2,"W","ROR","17060208","JOHNSC","522.303.215.060.024.009","ParrAboveLGR","South Fork Salmon River","Clearwater and Salmon","1998","1999","2001",4,"2-Ocean",62,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"5237471135",5,"W","T","17060103","SNKTRP","522.225","SmoltAboveLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",99,"123",108.377428571429,9.87871428571429,2.347,1.89966666666667
"3D9.1C2C322ED1",1,"W","T","17060204","HAYDNC","522.303.416.049.001","ParrAboveLGR","Upper Salmon River","Clearwater and Salmon","2007","2008","2010",4,"2-Ocean",93,"136",87.5334285714286,9.85914285714286,1.452,1.04333333333333
"3D9.1BF23506AD",2,"W","T","17060208","SECTRP","522.303.215.059.007","ParrAboveLGR","South Fork Salmon River","Clearwater and Salmon","2007","2008","2010",4,"2-Ocean",81,"136",87.5334285714286,9.85914285714286,1.452,1.04333333333333
"3D9.1C2D7E291E",2,"W","T","17060102","IMNTRP","522.308.007","SmoltAboveLGR","Grande Ronde/Imnaha","Grande Ronde/Imnaha","2009","2010","2012",4,"2-Ocean",99,"114",55.8738571428571,11.2374285714286,0.633,0.848333333333333
"5275211B74",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",97,"117",116.973285714286,9.90014285714286,2.347,1.89966666666667
"3D9.1BF26C456F",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",116,"130",81.125,9.90057142857143,1.452,1.04333333333333
"5266396C73",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",118,"129",98.9631428571429,10.1541428571429,2.347,1.89966666666667
"3D9.1BF26F8165",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2011",5,"3-Ocean or greater",108,"123",62.7464285714286,9.14442857142857,0.753,1.04333333333333
"3D9.1BF26FD3C3",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2009",3,"1-Ocean",145,"133",91.5975714285714,10.1142857142857,0.925,1.04333333333333
"52647E011F",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",119,"131",94.984,10.2762857142857,2.347,1.89966666666667
"5302553B42",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",95,"120",111.583428571429,10.0852857142857,2.347,1.89966666666667
"3D9.1BF276D477",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2009","2010","2013",5,"3-Ocean or greater",116,"138",58.5922857142857,12.0351428571429,1.159,0.848333333333333
"5119647E5B",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",121,"106",78.4517142857143,8.64842857142857,2.347,1.89966666666667
"526A47051C",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",121,"115",114.021428571429,9.77157142857143,2.347,1.89966666666667
"525F484714",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2000",3,"1-Ocean",108,"115",114.021428571429,9.77157142857143,1.538,1.89966666666667
"3D9.1BF26C83F7",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",112,"129",76.2755714285714,9.86542857142857,1.452,1.04333333333333
"510A49581B",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",121,"111",56.7817142857143,9.80242857142857,1.538,1.681
"5272371477",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2000",3,"1-Ocean",111,"125",103.352428571429,9.72814285714286,1.538,1.89966666666667
"3D9.1BF279F868",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2012",5,"3-Ocean or greater",95,"122",89.0674285714286,8.63842857142857,0.633,0.946
"3D9.1BF274E77D",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2012","2013","2015",4,"2-Ocean",106,"136",119.167428571429,11.5285714285714,-0.445,-0.493666666666667
"3D9.1BF27A07A0",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2011",4,"2-Ocean",110,"120",104.486,8.66142857142857,0.753,0.946
"3D9.1BF2750811",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2012","2013","2015",4,"2-Ocean",113,"131",79.9262857142857,11.1572857142857,-0.445,-0.493666666666667
"3D9.1BF26C851A",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",111,"123",62.7464285714286,9.14442857142857,1.452,1.04333333333333
"526B5C3A06",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",104,"116",116.344142857143,9.81985714285714,1.814,1.89966666666667
"510B2C5811",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",113,"119",85.5475714285714,10.9218571428571,1.538,1.681
"3D9.1BF27A63F8",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2012",5,"3-Ocean or greater",115,"126",85.0844285714286,9.28371428571429,0.633,0.946
"3DD.0077A150AB",1,"W","T","17060205","MARTR2","522.303.319.170.008","ParrAboveLGR","Middle Fork Salmon River","Clearwater and Salmon","2018","2019","2021",4,"2-Ocean",76,"115",146.140571428571,10.1442857142857,-1.425,-1.67966666666667
"3D9.1BF1089FE6",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",106,"134",80.2435714285714,10.8952857142857,1.595,1.91866666666667
"513039671F",2,"W","ROR","17060102","IMNTRP","522.308.007","SmoltAboveLGR","Grande Ronde/Imnaha","Grande Ronde/Imnaha","1997","1998","2000",4,"2-Ocean",104,"111",56.7817142857143,9.80242857142857,1.538,1.681
"510C0A7D18",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",116,"97",56.6945714285714,8.32228571428571,1.538,1.681
